smiles,g298
OC1COC11CNC1=O,-475.043422
OC1COC11COC1=N,-475.019835
OC1COC11COC1=O,-494.922718
CC1CCC11CCC1C,-352.37993
CC1CCC11CCC1O,-388.306796
CC1CCC11COC1C,-388.305006
CC1CCC11OCC1C,-388.30938
CC1CCC11OCC1O,-424.233068
CC1COC11CCC1O,-424.235191
CC1COC11COC1C,-424.231293
CC1OCC11CCC1O,-424.229828
CC1OCC11COC1C,-424.227831
CC1OCC11NCC1O,-440.272121
CC1OCC11OCC1O,-460.154875
OC1CCC11CCC1O,-424.234422
OC1CCC11OCC1O,-460.159597
CC1CCC11CCC=C1,-351.197688
CC1CCC11COC=N1,-403.192187
CC1CCC11OCC=C1,-387.123567
CC1COC11CCC=C1,-387.125326
CC1OCC11CCC=C1,-387.122235
CC1OCC11COC=N1,-439.114315
CC1OCC11OCC=C1,-423.047275
OC1CCC11CCC=C1,-387.124596
OC1CCC11COC=N1,-439.11857
OC1CCC11OCC=C1,-423.051482
OC1COC11CCC=C1,-423.049845
CC1CCC11CCCC1,-352.403118
CC1CCC11CCCO1,-388.332523
CC1CCC11CCOC1,-388.323036
CC1CCC11COCO1,-424.255365
CC1COC11CCCC1,-388.333399
CC1COC11CCOC1,-424.250651
CC1OCC11CCCC1,-388.329612
CC1OCC11CCCO1,-424.254863
CC1OCC11CCOC1,-424.247412
CC1OCC11COCO1,-460.176191
OC1CCC11CCCC1,-388.331077
OC1CCC11CCCO1,-424.259291
OC1CCC11CCOC1,-424.250561
OC1CCC11COCO1,-460.180191
OC1COC11CCCC1,-424.257109
OC1COC11CCOC1,-460.174446
CC1COC1=NC1CC1,-403.168622
NC1COC1=NC1CC1,-419.211331
OC1CNC1=NC1CC1,-419.207932
OC1COC1=NC1CC1,-439.089067
CC1COC1=NCC#C,-401.943153
CC1COC1=NCC#N,-418.051634
NC1COC1=NCC#C,-417.985866
NC1COC1=NCC#N,-434.093882
OC1CNC1=NCC#C,-417.983869
OC1CNC1=NCC#N,-434.092464
OC1COC1=NCC#C,-437.863011
OC1COC1=NCC#N,-453.970323
CC1COC1=NCC=O,-439.125897
OC1CNC1=NCC=O,-455.165494
OC1COC1=NCC=O,-475.045127
CC1CCC1C#CC#C,-348.732434
CC1CCC1C#CC#N,-364.833509
CC1COC1C#CC#C,-384.650355
CC1COC1C#CC#N,-400.749524
CC1OCC1C#CC#C,-384.654949
CC1OCC1C#CC#N,-400.754734
CN1CCC1C#CC#C,-364.766505
CN1CCC1C#CC#N,-380.866797
OC1CCC1C#CC#C,-384.659381
OC1CCC1C#CC#N,-400.759239
OC1CNC1C#CC#C,-400.693551
OC1CNC1C#CC#N,-416.793158
OC1COC1C#CC#C,-420.57066
OC1COC1C#CC#N,-436.67092
CC1CCC1C#CC=O,-385.900606
CC1COC1C#CC=O,-421.817439
CC1OCC1C#CC=O,-421.82244
CN1CCC1C#CC=O,-401.93411
OC1CCC1C#CC=O,-421.826876
OC1CNC1C#CC=O,-437.860353
OC1COC1C#CC=O,-457.740155
CC1CCC1C(=O)C#C,-385.897405
CC1CCC1C(=O)C#N,-401.998354
CC1CCN1C(=N)C#N,-398.169278
CC1CCN1C(=O)C#C,-401.966636
CC1CCN1C(=O)C#N,-418.069214
CC1CNC1C(=O)C#N,-418.034698
CC1COC1C(=O)C#C,-421.814591
CC1COC1C(=O)C#N,-437.914334
CC1OCC1C(=O)C#C,-421.819122
CC1OCC1C(=O)C#N,-437.918701
CN1CCC1C(=O)C#C,-401.932198
CN1CCC1C(=O)C#N,-418.033709
OC1CCC1C(=O)C#C,-421.825668
OC1CCC1C(=O)C#N,-437.924883
OC1CNC1C(=O)C#C,-437.859283
OC1CNC1C(=O)C#N,-453.959151
OC1COC1C(=O)C#C,-457.73994
OC1COC1C(=O)C#N,-473.838013
CC1CCC1C(=O)C=O,-423.07369
CC1CCN1C(=N)C=O,-419.241429
CC1CCN1C(=O)C=O,-439.144794
CC1COC1C(=O)C=O,-458.989719
CC1OCC1C(=O)C=O,-458.995134
CN1CCC1C(=O)C=O,-439.105147
OC1CCC1C(=O)C=O,-459.001055
OC1CNC1C(=O)C=O,-475.035064
OC1COC1C(=O)C=O,-494.91397
CC(C)(C)C1CCC1O,-389.519845
CC(C)(C)C1OCC1O,-425.445458
CC(C)(O)C1CCC1O,-425.457278
CC(C)(O)C1OCC1O,-461.377761
CC1CCC1C(C)(C)C,-353.592196
CC1CCC1C(C)(C)O,-389.524981
CC1COC1C(C)(C)C,-389.51852
CC1COC1C(C)(C)O,-425.449679
CC1OCC1C(C)(C)C,-389.51585
CC1OCC1C(C)(C)O,-425.448028
CC1(CC1)C1CCC1O,-388.300715
CC1(CC1)C1OCC1O,-424.224491
CC1(CN1)C1OCC1O,-440.27251
CC1(CO1)C1CCC1O,-424.231007
CC1(CO1)C1OCC1O,-460.155635
CC1CCC1C1(C)CC1,-352.373731
CC1CCC1C1(C)CO1,-388.302545
CC1CCC1C1(O)CC1,-388.299058
CC1COC1C1(C)CC1,-388.300852
CC1COC1C1(C)CN1,-404.344273
CC1COC1C1(C)CO1,-424.226431
CC1COC1C1(O)CC1,-424.225224
CC1OCC1C1(C)CC1,-388.297531
CC1OCC1C1(C)CO1,-424.225427
CC1OCC1C1(O)CC1,-424.223088
OC1CCC1C1(O)CC1,-424.228608
OC1COC1C1(O)CC1,-460.156654
CC1CCC1C1CCC1,-352.374757
CC1CCC1C1CCO1,-388.299595
CC1CCC1C1COC1,-388.293576
CC1COC1C1CCC1,-388.299904
CC1COC1C1CCO1,-424.223993
CC1COC1C1COC1,-424.218567
CC1OCC1C1CCC1,-388.2995
CC1OCC1C1CCO1,-424.22277
CC1OCC1C1COC1,-424.217617
OC1CCC1C1CCC1,-388.301347
OC1CCC1C1CCO1,-424.22871
OC1CCC1C1COC1,-424.220612
OC1COC1C1CCC1,-424.223319
OC1COC1C1CCO1,-460.153413
OC1COC1C1COC1,-460.142032
CC(=O)CC1CCC1O,-424.272647
CC(=O)CC1OCC1O,-460.194271
CC(=O)NC1CCC1O,-440.346795
CC(=O)OC1CCC1O,-460.224153
CC1CCC1CC(C)=O,-388.346611
CC1CCC1CC(N)=O,-404.418188
CC1CCC1NC(C)=O,-404.419957
CC1CCC1NC(N)=O,-420.480108
CC1CCC1OC(C)=O,-424.299726
CC1CCC1OC(N)=O,-440.363416
CC1CC[NH+]1CC([O-])=O,-440.336931
CC1C[NH2+]C1CC([O-])=O,-440.341501
CC1COC1CC(C)=O,-424.270011
CC1COC1CC(N)=O,-440.343646
CC1[NH2+]CC1CC([O-])=O,-440.362522
CC1OCC1CC(C)=O,-424.271113
CC1OCC1CC(N)=O,-440.342133
CC1OCC1NC(C)=O,-440.343682
CC1OCC1NC(N)=O,-456.402919
CC1OCC1OC(C)=O,-460.22144
CC1OCC1OC(N)=O,-476.284955
C[NH+]1CCC1CC([O-])=O,-440.336871
NC(=O)CC1CCC1O,-440.34425
NC(=O)CC1OCC1O,-476.26747
NC(=O)NC1CCC1O,-456.405282
NC(=O)OC1CCC1O,-476.28766
[NH3+]C1CCC1CC([O-])=O,-440.255922
NC1C[NH2+]C1CC([O-])=O,-456.386866
[NH3+]C1COC1CC([O-])=O,-476.208724
OC1C[NH2+]C1CC([O-])=O,-476.267492
CC1CCC1CC1CC1,-352.372247
CC1CCC1CC1CO1,-388.29581
CC1CCC1CN1CC1,-368.405564
CC1CCC1OC1CC1,-388.295038
CC1COC1CC1CC1,-388.297436
CC1COC1CC1CO1,-424.22289
CC1COC1CN1CC1,-404.330766
CC1OCC1CC1CC1,-388.297038
CC1OCC1CC1CO1,-424.219865
CC1OCC1CN1CC1,-404.330088
CC1OCC1OC1CC1,-424.216534
OC1CCC1CC1CC1,-388.297847
OC1CCC1CC1CO1,-424.221542
OC1CCC1CN1CC1,-404.331016
OC1CCC1OC1CC1,-424.220435
OC1COC1CC1CC1,-424.221181
OC1COC1CC1CO1,-460.14461
OC1COC1CN1CC1,-440.25438
CC1CCC1CCC#C,-351.154119
CC1CCC1CCC#N,-367.263075
CC1CCC1NCC#N,-383.298781
CC1CCC1OCC#C,-387.07039
CC1CCC1OCC#N,-403.177287
CC1CCN1CCC#N,-383.301384
CC1COC1CCC#C,-387.079289
CC1COC1CCC#N,-403.18815
CC1OCC1CCC#C,-387.078261
CC1OCC1CCC#N,-403.186381
CC1OCC1NCC#N,-419.221458
CC1OCC1OCC#C,-422.992294
CC1OCC1OCC#N,-439.097285
OC1CCC1CCC#C,-387.079591
OC1CCC1CCC#N,-403.188719
OC1CCC1NCC#N,-419.22425
OC1CCC1OCC#C,-422.99668
OC1CCC1OCC#N,-439.102219
OC1COC1CCC#C,-423.002743
OC1COC1CCC#N,-439.111914
CC1CCC1CCC=O,-388.332582
CC1CCC1CNC=O,-404.404923
CC1CCC1COC=O,-424.276406
CC1CCC1OCC=O,-424.252437
CC1COC1CCC=O,-424.258897
CC1COC1CNC=O,-440.330357
CC1COC1COC=N,-440.296042
CC1COC1COC=O,-460.199038
CC1OCC1CCC=O,-424.256328
CC1OCC1CNC=O,-440.328434
CC1OCC1COC=N,-440.296954
CC1OCC1COC=O,-460.199208
CC1OCC1NCC=O,-440.294903
CC1OCC1OCC=O,-460.173989
OC1CCC1CCC=O,-424.258539
OC1CCC1CNC=O,-440.330349
OC1CCC1COC=N,-440.298626
OC1CCC1COC=O,-460.202842
OC1CCC1OCC=O,-460.177653
OC1COC1CCC=O,-460.181669
OC1COC1CNC=O,-476.253892
OC1COC1COC=N,-476.219847
OC1COC1COC=O,-496.123274
CC12CC1(C)C(O)CC2,-388.337544
CC12CC1(C)C(O)CO2,-424.256432
CC12CC1(O)C(O)CC2,-424.264767
CC12CC1(O)C(O)CO2,-460.180936
CC12CC1(O)CCC2O,-424.260684
CC12CCC(O)C1(C)N2,-404.383918
CC12CCC(O)C1(C)O2,-424.272115
CC1CCC2(C)CC12C,-352.412911
CC1CCC2(C)CC12O,-388.33783
CC1CCC2(C)OC12C,-388.348618
CC1CCC2(O)CC12C,-388.337317
CC1CCC2(O)CC12O,-424.260741
CC1COC2(C)CC12C,-388.331902
CC1COC2(C)CC12O,-424.255032
CC1OCC2(C)CC12C,-388.33743
CC1OCC2(C)CC12O,-424.260297
CC1OCC2(C)NC12C,-404.380143
CC1OCC2(C)OC12C,-424.268099
CC1OCC2(O)CC12C,-424.259683
CC1OCC2(O)CC12O,-460.181071
OC1CCC2(O)CC12O,-460.184673
CC12CC(C1)C(O)CC2,-388.330479
CC12CC(C1)C(O)CO2,-424.249427
CC12CC(O1)C(O)CC2,-424.262977
CC1CCC2(C)CC1C2,-352.405133
CC1CCC2(C)CC1O2,-388.334859
CC1CCC2(O)CC1C2,-388.333128
CC1COC2(C)CC1C2,-388.325384
CC1COC2(C)CN1C2,-404.353344
CC1OCC2(C)CC1C2,-388.32596
CC1OCC2(C)CC1O2,-424.254899
CC1OCC2(O)CC1C2,-424.254217
OC1CCC2(O)CC1C2,-424.258168
CC12CC1CC(O)CC2,-388.333311
CC12CC1CC(O)CO2,-424.249193
CC12CCC(O)CC1N2,-404.378852
CC12CCC(O)CC1O2,-424.26762
CC12CN1CC(O)CC2,-404.367431
CC1CC2CC2(C)CO1,-388.331809
CC1CC2CC2(O)CO1,-424.254662
CC1CC2NC2(C)CO1,-404.374931
CC1CC2OC2(C)CO1,-424.261734
CC1CCC2(C)CC2C1,-352.408757
CC1CCC2(C)CC2O1,-388.330076
CC1CCC2(C)OC2C1,-388.343497
CC1CCC2(O)CC2C1,-388.33342
CC1CCC2(O)CC2O1,-424.254005
CC1CN2CC2(C)CO1,-404.366414
CC1COC2(C)CC2C1,-388.326091
CC1COC2(C)CC2O1,-424.245718
CC1OCC2(C)CC2O1,-424.258035
CC1OCC2(O)CC2O1,-460.180115
OC1CCC2(O)CC2C1,-424.257804
CC12CCC(O)C1CO2,-424.261975
CC12CCC1C(O)CC2,-388.333537
CC12CCC1C(O)CO2,-424.257629
CC12COC1C(O)CC2,-424.260945
CC12COC1C(O)CO2,-460.17674
CC1CCC2(C)CCC12,-352.409276
CC1CCC2(C)COC12,-388.335913
CC1CCC2(C)OCC12,-388.338191
CC1CCC2(O)CCC12,-388.336334
CC1CCC2(O)COC12,-424.260908
CC1COC2(C)CCC12,-388.334991
CC1COC2(C)COC12,-424.259893
CC1OCC2(C)CCC12,-388.333831
CC1OCC2(C)COC12,-424.257572
CC1OCC2(C)OCC12,-424.25968
CC1OCC2(O)CCC12,-424.258702
CC1OCC2(O)COC12,-460.180167
OC1CCC2(O)CCC12,-424.260188
OC1CCC2(O)COC12,-460.179461
CC1CCC2(CC12)C#C,-349.967495
CC1CCC2(CC12)C#N,-366.076059
CC1CCC2(CN12)C#C,-366.003455
CC1CCC2(CN12)C#N,-382.110289
CC1CCC2(NC12)C#C,-366.010836
CC1CCC2(NC12)C#N,-382.117174
CC1CCC2(OC12)C#C,-385.893194
CC1CCC2(OC12)C#N,-401.998066
CC1CNC2(CC12)C#N,-382.108395
CC1COC2(CC12)C#C,-385.879489
CC1COC2(CC12)C#N,-401.985437
CC1NCC2(NC12)C#N,-398.152014
CC1NCC2(OC12)C#N,-418.032591
CC1OCC2(CC12)C#C,-385.890486
CC1OCC2(CC12)C#N,-401.997596
CC1OCC2(NC12)C#C,-401.929536
CC1OCC2(NC12)C#N,-418.034225
CC1OCC2(OC12)C#C,-421.810899
CC1OCC2(OC12)C#N,-437.913926
CN1CCC2(CC12)C#N,-382.103616
OC1CCC2(CC12)C#C,-385.890158
OC1CCC2(CC12)C#N,-401.998248
OC1CCC2(NC12)C#C,-401.935258
OC1CCC2(NC12)C#N,-418.040596
OC1CCC2(OC12)C#C,-421.816074
OC1CCC2(OC12)C#N,-437.919916
OC1CNC2(CC12)C#N,-418.029777
OC1COC2(CC12)C#C,-421.800908
OC1COC2(CC12)C#N,-437.906387
CC1CCC2(CC12)C=O,-387.150477
CC1CCC2(CN12)C=O,-403.186188
CC1CCC2(NC12)C=O,-403.192572
CC1CCC2(OC12)C=O,-423.074936
CC1COC2(CC12)C=O,-423.060934
CC1OCC2(CC12)C=O,-423.072049
CC1OCC2(NC12)C=O,-439.109998
CC1OCC2(OC12)C=O,-458.99147
OC1CCC2(CC12)C=O,-423.072929
OC1CCC2(NC12)C=O,-439.113753
OC1CCC2(OC12)C=O,-458.997533
OC1COC2(CC12)C=O,-458.982024
CC1CCC2(CC2)C1=O,-387.160034
CC1CCC2(CN2)C1=O,-403.193602
CC1CCC2(CO2)C1=O,-423.075464
CC1COC2(CC2)C1=O,-423.076164
CC1NCC2(CN2)C1=O,-419.228372
CC1NCC2(CO2)C1=O,-439.109762
CC1OCC2(CC2)C1=O,-423.075897
CC1OCC2(CN2)C1=O,-439.108704
CC1OCC2(CO2)C1=O,-458.989561
CN1CCC2(C1=O)CC2,-403.225195
CN1CCC2(CN2)C1=O,-419.259407
CN1CCC2(CO2)C1=O,-439.142807
OC1CCC2(CC2)C1=O,-423.083436
OC1CCC2(CN2)C1=O,-439.116611
OC1CCC2(CO2)C1=O,-458.997904
OC1CNC2(CC2)C1=O,-439.119845
OC1COC2(CC2)C1=O,-458.997108
CC1C(O)CCC11CC1,-388.326413
CC1C(O)CCC11CO1,-424.253469
CC1C(O)COC11CC1,-424.248283
CC1CCC2(CC2)C1C,-352.401339
CC1CCC2(CC2)C1O,-388.329506
CC1CCC2(CN2)C1O,-404.374862
CC1CCC2(CO2)C1C,-388.328366
CC1CCC2(CO2)C1O,-424.251754
CC1COC2(CC2)C1C,-388.323407
CC1COC2(CC2)C1O,-424.24943
CC1OCC2(CC2)C1C,-388.324976
CC1OCC2(CC2)C1O,-424.249879
CC1OCC2(CN2)C1C,-404.366504
CC1OCC2(CN2)C1O,-440.288579
CC1OCC2(CO2)C1C,-424.250038
CC1OCC2(CO2)C1O,-460.177038
OC1CCC2(CC2)C1O,-424.257318
OC1CCC2(CN2)C1O,-440.303308
OC1CCC2(CO2)C1O,-460.184573
OC1COC2(CC2)C1O,-460.176982
CC1CCC2(CC2)C=C1,-351.203494
CC1CCC2(CN2)C=C1,-367.243708
CC1CCC2(CO2)C=C1,-387.128649
CC1COC2(CC2)C=C1,-387.121482
CC1OCC2(CC2)C=C1,-387.122163
CC1OCC2(CN2)C=C1,-403.161774
CC1OCC2(CO2)C=C1,-423.045274
OC1CCC2(CC2)C=C1,-387.127676
OC1CCC2(CN2)C=C1,-403.167654
OC1CCC2(CO2)C=C1,-423.052276
OC1COC2(CC2)C=C1,-423.042828
CC1CCC2(CC1)CC2,-352.411022
CC1CCC2(CC2)CO1,-388.331206
CC1CCC2(CC2)OC1,-388.329961
CC1CCC2(CN2)CO1,-404.371795
CC1CCC2(CO2)CC1,-388.337116
CC1CCC2(CO2)CO1,-424.255125
CC1COC2(CC2)CO1,-424.24841
CC1OCC2(CC2)CO1,-424.256412
CC1OCC2(CN2)CO1,-440.296366
CC1OCC2(CO2)CO1,-460.178148
C1CC2(CCC1O)CC2,-388.335433
OC1CCC2(CC2)OC1,-424.252965
OC1CCC2(CO2)CC1,-424.261094
CC1CC2(CCC2)CO1,-388.328636
CC1CC2(CCO2)CO1,-424.254669
CC1CC2(COC2)CO1,-424.247241
CC1CCC2(CCC2)C1,-352.404778
CC1CCC2(CCC2)O1,-388.336144
CC1CCC2(CCO2)C1,-388.333206
CC1CCC2(COC2)C1,-388.324614
CC1CCC2(COC2)O1,-424.253208
CC1COC2(CCC2)C1,-388.332865
CC1COC2(COC2)C1,-424.249919
CC1OCC2(CCC2)O1,-424.26283
CC1OCC2(COC2)O1,-460.178609
OC1CCC2(CCC2)C1,-388.328128
OC1CCC2(CCO2)C1,-424.25624
OC1CCC2(COC2)C1,-424.248423
OC1COC2(CCC2)C1,-424.256487
OC1COC2(COC2)C1,-460.17315
CC1CCC23CC(C2)C13,-351.131555
CC1CCC23CC(O2)C13,-387.055782
CC1COC23CC(C2)C13,-387.048682
CC1COC23CN(C2)C13,-403.070473
CC1OCC23CC(C2)C13,-387.050697
CC1OCC23CC(O2)C13,-422.972176
CC1OCC23CN(C2)C13,-403.070027
OC1CCC23CC(C2)C13,-387.057469
OC1CCC23CC(O2)C13,-422.984674
OC1COC23CC(C2)C13,-422.974611
OC1COC23CN(C2)C13,-438.997033
CC1CCC23CC12CC3,-351.170774
CC1CCC23CC12CO3,-387.083279
CC1CCC23CC12OC3,-387.083551
CC1CCC23CCC12N3,-367.209635
CC1CCC23CCC12O3,-387.097204
CC1COC23CC12CC3,-387.084243
CC1COC23CC12OC3,-422.993997
CC1OCC23CC12CC3,-387.093638
CC1OCC23CC12CO3,-423.004028
CC1OCC23CC12OC3,-423.004387
CC1OCC23CCC12N3,-403.131768
CC1OCC23CCC12O3,-423.013789
OC1CCC23CC12CC3,-387.093823
OC1CCC23CC12CO3,-423.006191
OC1CCC23CC12OC3,-423.006856
OC1CCC23CCC12N3,-403.13423
OC1CCC23CCC12O3,-423.021406
OC1COC23CC12CC3,-423.006075
OC1COC23CC12OC3,-458.917141
CC1CCC2=C1CCC2,-351.228978
CC1CCC2=C1COC2,-387.142793
CC1OCC2=C1CCC2,-387.147921
CC1OCC2=C1COC2,-423.060222
OC1CCC2=C1CCC2,-387.152461
OC1CCC2=C1COC2,-423.065806
CC1CCC2=CCCC12,-351.220559
CC1CCC2=CCOC12,-387.140242
CC1COC2=NCCC12,-403.210032
CC1COC2=NCCN12,-419.263159
CC1OCC2=CCCC12,-387.140724
CC1OCC2=CCOC12,-423.057693
OC1CCC2=CCCC12,-387.148494
OC1CCC2=CCOC12,-423.061683
OC1COC2=NCCC12,-439.133828
CC1CCC2C(C#C)C12,-349.962871
CC1CCC2C(C#C)N12,-365.999727
CC1CCC2C(C#N)C12,-366.072137
CC1CCC2C(C#N)N12,-382.106863
CC1CCN2C(C#C)C12,-365.998045
CC1CCN2C(C#N)C12,-382.105075
CC1COC2C(C#C)C12,-385.877408
CC1COC2C(C#N)C12,-401.985728
CC1OCC2C(C#C)C12,-385.885037
CC1OCC2C(C#N)C12,-401.993332
CN1CCC2C(C#N)C12,-382.098718
OC1CCC2C(C#C)C12,-385.888922
OC1CCC2C(C#N)C12,-401.9968
OC1CCN2C(C#C)C12,-401.918428
OC1CCN2C(C#N)C12,-418.025491
OC1COC2C(C#C)C12,-421.803043
OC1COC2C(C#N)C12,-437.909829
CC1CCC2C(C=O)C12,-387.139457
CC1CCC2C(C=O)N12,-403.174892
CC1CCC2C1N2C=O,-403.198239
CC1CCN2C(C=O)C12,-403.173825
CC1COC2C(C=O)C12,-423.054912
CC1OCC2C(C=O)C12,-423.064498
CC1OCC2C1N2C=O,-439.118112
OC1CCC2C(C=O)C12,-423.062937
OC1CCC2C1N2C=O,-439.123285
OC1CCN2C(C=O)C12,-439.096175
OC1COC2C(C=O)C12,-458.979886
CC1(C)C2C(O)CCN12,-404.365553
CC1(C)C2CCC(O)C12,-388.327477
CC1(C)C2OCC(O)C12,-424.244418
CC1(O)C2CCC(O)C12,-424.252535
CC1(O)C2OCC(O)C12,-460.168512
CC1CCC2C1C2(C)C,-352.40411
CC1CCC2C1C2(C)O,-388.328953
CC1COC2C1C2(C)C,-388.323644
CC1COC2C1C2(C)O,-424.247564
CC1OCC2C1C2(C)C,-388.331257
CC1OCC2C1C2(C)O,-424.255343
CC1CCC2C1CC2=O,-387.154458
CC1CCC2C1NC2=O,-403.224966
CC1CCC2C1OC2=N,-403.203143
CC1CCC2C1OC2=O,-423.107526
CC1CCC2N1CC2=O,-403.191054
CC1CCN2C1CC2=O,-403.21762
CC1CNC2C1OC2=N,-419.245996
CC1CNC2C1OC2=O,-439.149646
CC1COC2C1CC2=O,-423.071847
CC1COC2C1NC2=O,-439.144553
CC1COC2C1OC2=N,-439.122527
CC1COC2C1OC2=O,-459.025859
CC1OCC2C1CC2=O,-423.078256
CC1OCC2C1NC2=O,-439.148952
CC1OCC2C1OC2=N,-439.126682
CC1OCC2C1OC2=O,-459.030662
OC1CCC2C1CC2=O,-423.080201
OC1CCC2C1NC2=O,-439.148101
OC1CCC2C1OC2=N,-439.131095
OC1CCC2C1OC2=O,-459.035496
OC1CCN2C1CC2=O,-439.141756
OC1CNC2C1OC2=N,-455.17003
OC1CNC2C1OC2=O,-475.070916
OC1COC2C1CC2=O,-458.994376
OC1COC2C1NC2=N,-455.160333
OC1COC2C1NC2=O,-475.06654
OC1COC2C1OC2=N,-475.043556
OC1COC2C1OC2=O,-494.946704
CC1CCC2C3CC12C3,-351.137139
CC1CCC2C3CC12O3,-387.04425
CC1COC2C3CC12C3,-387.05669
CC1COC2C3CC12O3,-422.959665
CC1OCC2C3CC12C3,-387.0566
CC1OCC2C3CC12O3,-422.960364
CC1OCC2N3CC12C3,-403.075522
OC1CCC2C3CC12C3,-387.059565
OC1CCC2C3CC12O3,-422.966041
OC1COC2C3CC12C3,-422.978071
OC1COC2C3CC12N3,-439.008217
OC1COC2C3CC12O3,-458.881661
CC1CCC2C3CC1C23,-351.179193
CC1CCC2C3OC1C23,-387.099903
CC1COC2C3CC1C23,-387.094805
CC1COC2C3OC1C23,-423.012704
CC1OCC2C3C1CN23,-403.136432
CC1OCC2C3CC1C23,-387.102182
CC1OCC2C3CC1N23,-403.144168
CC1OCC2C3OC1C23,-423.016238
OC1CCC2C3C1CN23,-403.139885
OC1CCC2C3CC1C23,-387.104202
OC1CCC2C3CC1N23,-403.145367
OC1CCC2C3OC1C23,-423.025073
OC1CCN2C3CC1C23,-403.139713
OC1COC2C3CC1C23,-423.018223
OC1COC2C3OC1C23,-458.933894
CC1CCC2C3CC2C13,-351.160681
CC1CCC2C3OC2C13,-387.072376
CC1COC2C3CC2C13,-387.082602
CC1COC2C3CC2N13,-403.109921
CC1COC2C3OC2C13,-422.992613
CC1OCC2C3CC2C13,-387.082116
CC1OCC2C3CN2C13,-403.111388
CC1OCC2C3OC2C13,-422.992341
CN1CCC2C3OC2C13,-403.108144
CN1CCN2C3CC2C13,-383.223638
OC1CCC2C3CC2C13,-387.085888
OC1CCC2C3OC2C13,-422.997476
OC1COC2C3CC2C13,-423.007528
OC1COC2C3NC2C13,-439.039144
OC1COC2C3OC2C13,-458.916145
CC1CCC2C3CC3C12,-351.171795
CC1CCC2C3OC3C12,-387.099083
CC1COC2C3CC3C12,-387.094827
CC1COC2C3CN3C12,-403.130516
CC1COC2C3NC3C12,-403.134846
CC1COC2C3OC3C12,-423.019329
CC1OCC2C1C1CN21,-403.136208
CC1OCC2C3CC3C12,-387.09849
CC1OCC2C3CN3C12,-403.135506
CC1OCC2C3NC3C12,-403.131859
CC1OCC2C3OC3C12,-423.016374
OC1CCC2C1C1CN21,-403.134129
OC1CCC2C3CC3C12,-387.094569
OC1CCC2C3CN3C12,-403.130002
OC1CCC2C3NC3C12,-403.141731
OC1CCC2C3OC3C12,-423.023878
OC1COC2C3CC3C12,-423.016611
OC1COC2C3CN3C12,-439.055028
OC1COC2C3NC3C12,-439.06104
OC1COC2C3OC3C12,-458.943568
CC1CCC2C=CCC12,-351.223648
CC1CCC2N=COC12,-403.222876
CC1COC2C=CCC12,-387.145759
CC1OCC2C=CCC12,-387.147326
CC1OCC2N=COC12,-439.144414
OC1CCC2C=CCC12,-387.149221
OC1CCC2N=COC12,-439.147232
OC1COC2C=CCC12,-423.070031
CC1CCC2CC(=O)C12,-387.156604
CC1CCC2CC(=O)N12,-403.219504
CC1CCC2NC(=O)C12,-403.229941
CC1CCC2OC(=N)C12,-403.208538
CC1CCC2OC(=O)C12,-423.113056
CC1CCN2CC(=O)C12,-403.188939
CC1COC2CC(=O)C12,-423.076354
CC1OCC2CC(=O)C12,-423.079519
CC1OCC2NC(=O)C12,-439.150613
CC1OCC2OC(=N)C12,-439.128378
CC1OCC2OC(=O)C12,-459.032507
CN1CCC2NC(=O)C12,-419.262539
CN1CCC2OC(=N)C12,-419.235209
CN1CCC2OC(=O)C12,-439.139578
OC1CCC2CC(=O)C12,-423.076917
OC1CCC2NC(=O)C12,-439.149599
OC1CCC2OC(=N)C12,-439.127458
OC1CCC2OC(=O)C12,-459.036576
OC1CCN2CC(=O)C12,-439.108444
OC1COC2CC(=O)C12,-458.999329
CC1CC2CC(C2)CO1,-388.324519
CC1CC2CC(CO1)O2,-424.253386
CC1CCC2CC(C1)O2,-388.330752
CC1CCC2CC(C2)C1,-352.400728
CC1CCC2CC(C2)O1,-388.323007
CC1COC2CC(C2)C1,-388.318853
CC1COC2CC(C2)O1,-424.240198
CC1OCC2CC(C2)O1,-424.252668
OC1CCC2CC(C1)O2,-424.255405
OC1CCC2CC(C2)C1,-388.325487
OC1COC2CC(C2)C1,-424.242236
CC12CC(C1)CCC2O,-388.329356
CC12CC(C1)OCC2O,-424.246423
CC12CC(CCC1O)O2,-424.259624
CC1CCC2CC1(C)C2,-352.402277
CC1CCC2CC1(C)O2,-388.333766
CC1CCC2CC1(O)C2,-388.33268
CC1CCN2CC1(O)C2,-404.35947
CC1COC2CC1(C)C2,-388.320094
CC1COC2CC1(O)C2,-424.249561
CC1OCC2CC1(C)C2,-388.32551
CC1OCC2CC1(C)O2,-424.25449
CC1OCC2CC1(O)C2,-424.253191
OC1CCC2CC1(O)C2,-424.261621
OC1CCN2CC1(O)C2,-440.287571
OC1COC2CC1(O)C2,-460.17676
CC1CCC2CC12C#C,-349.967873
CC1CCC2CC12C#N,-366.076421
CC1CCC2NC12C#C,-366.011185
CC1CCC2NC12C#N,-382.117534
CC1CCC2OC12C#C,-385.893564
CC1CCC2OC12C#N,-401.998483
CC1CCN2CC12C#C,-366.001415
CC1CCN2CC12C#N,-382.108226
CC1COC2CC12C#C,-385.881951
CC1COC2CC12C#N,-401.989425
CC1NCC2NC12C#N,-398.15247
CC1NCC2OC12C#N,-418.032964
